name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
Armor Bank,11.23620516,3.244777324,0.777548971,0.661724939,36.58122262,10.31631846
Bank of Crockett,11.75118834,3.295260967,1.358389645,1.5765168,35.02124847,10.31285397
COMMUNITY BANK OF SNYDER,0.565986147,2.798043211,0.447451187,1.026979558,36.97867299,10.31278674
Farmers and Merchants Bank,3.659396312,2.801123486,1.31520307,0.829961221,36.29330705,10.30989871
Valley Exchange Bank,5.691134112,3.097341842,0.791140268,0.973886064,36.36881588,10.30779601
Community National Bank,8.519862853,3.081556194,2.232938752,1.3805252,34.52876693,10.30594677
Inez Deposit Bank,0.815077135,3.174988075,0.423804501,1.218608641,36.31860412,10.28400133
First State Bank,-5.957646858,4.340432087,0.49813712,1.049979,35.24157531,10.28253088
"First State Bank of the South, Inc.",0.048386316,3.854458683,0.729127744,0.997896327,35.52329801,10.27619519
First Bank,4.216745723,3.749797882,1.29751637,0.999394306,34.97628303,10.2557479
Community State Bank,-0.027632344,3.910207254,1.245883632,1.526781245,34.3310064,10.25346963
Capital Bank of Texas,28.56826307,3.170053663,0.84239913,0.863221884,36.13614205,10.25295418
"Canyon Community Bank, National Association",2.760634839,2.468041698,-0.860119633,1.272812612,38.1138149,10.24863739
Texas Financial Bank,-2.916092227,3.231379426,1.269226002,1.920949683,34.5642976,10.24646318
The First National Bank of Lipan,0.521004459,3.134442626,0.593131159,1.039394328,36.19807557,10.24126092
Citizens National Bank,0.702469975,3.744421386,0.596249805,2.165101017,34.45615228,10.24048112
Rochelle State Bank,1.721433906,3.420422888,0.703914102,1.264510779,35.57132188,10.24004241
Farmers and Mechanics Federal Savings Bank,0.765010958,2.274730077,0.181561167,0.388619509,38.03138995,10.21907518
Endeavor Bank,54.32111911,1.883848741,-10.39378748,1.609453828,47.76324021,10.21568882
The Commercial Bank,1.681734436,3.063694495,1.341973398,1.613660813,34.77762543,10.19923853
First State Bank and Trust Company,2.918675981,3.049803133,1.298607242,0.745402403,35.53792588,10.15793466
Bank of Montgomery,-4.620554467,2.695312867,0.856596385,1.090652467,35.97731728,10.15496975
Smackover State Bank,-0.401731545,2.876015949,0.954204095,1.527627137,35.23267635,10.14763088
"The Lytle State Bank of Lytle, Texas",0.299575021,3.717079494,0.970613519,0.975063412,34.90513458,10.14197275
First State Bank of San Diego,2.742519244,3.54233441,1.221238355,1.559063584,34.22541673,10.13701327
Pee Dee Federal Savings Bank,3.212646609,3.444154387,-0.24014687,7.992532006,29.31894158,10.12887028
Fulton Savings Bank,-0.017962522,3.670621941,1.211304951,0.386818307,35.23692038,10.12641639
State Bank of Medora,4.863750489,2.778169869,0.907229958,1.682568334,35.13003018,10.12449959
Mason Bank,-2.411233898,3.375823119,1.518587546,1.921930515,33.61913948,10.10887017
First Bank of Coastal Georgia,1.129756812,2.994296502,0.486667271,2.474571125,34.42319886,10.09468344
"HSBC Bank USA, National Association",5.636304535,1.477048718,0.25313853,0.814784832,37.75681917,10.07544781
First American Bank,-9.433878647,2.796222699,0.897606857,1.248111628,35.35573248,10.07441842
Bank of Eufaula,-1.066156084,3.505219143,0.773988914,1.235961733,34.78033418,10.07387599
RSNB Bank,3.786727202,3.367466141,1.671023676,1.00201234,34.21014066,10.0626607
First State Bank of Wyoming,-0.840170982,3.056280002,1.074563551,2.800044622,33.29675669,10.05691122
Community State Bank,-0.039301815,2.967202557,0.937466088,1.319830121,34.91619466,10.03517336
Cenlar FSB,5.380549225,2.595943947,1.096035494,0.223023319,36.20309519,10.02952449
Mitchell Bank,1.739619575,3.361528537,1.15390939,1.209001676,34.38821642,10.02816401
Citizens Savings Bank,-6.464632875,2.693421994,1.136701971,1.352123405,34.84578386,10.00700781
Haddon Savings Bank,-0.496445728,1.943832024,0.419978955,0.54446461,37.06026493,9.99213513
First National Bank in Pinckneyville,-3.131815325,3.458302519,1.234211966,0.7464669,34.52759398,9.991643841
Planters and Citizens Bank,5.687871311,3.159818069,0.658915107,1.630730205,34.49575872,9.986305525
Commerce Bank,-4.413649768,3.209549783,1.737819495,0.784918392,34.20833272,9.985155098
The First National Bank of Tahoka,-4.986022217,3.43284065,1.266404018,1.462601495,33.7030089,9.966213766
Farmers and Merchants Bank,-3.006543217,2.586100357,1.171662875,2.668539326,33.39820942,9.956127995
Farmers State Bank of Hamel,-3.15298007,2.833671646,0.791155425,1.274421277,34.877078,9.944081587
Richland State Bank,-5.376315859,0.456006409,0.347684096,0.067531064,38.84703226,9.929563457
State Bank & Trust,5.069210951,2.961395235,0.928855691,1.704488149,34.04567486,9.910103484
Freehold Savings Bank,-4.555124182,1.898230813,0.345741241,0.776068222,36.54835665,9.892099232
Palmetto State Bank,-1.854497147,3.373496557,1.347090427,2.562649744,32.24157388,9.881202652
Grant County Bank,-4.96386684,2.611731866,0.309086912,2.884333821,33.67745866,9.870652815
COREBANK,61.31997734,2.782309085,-3.162956621,1.20290813,38.49204306,9.828575914
Powell State Bank,-33.98961489,3.242753581,0.773092692,1.771316107,33.47468628,9.815462165
First Texas Bank,0.859444138,2.873289088,1.016098146,0.444261911,34.87857934,9.803057121
The Bank of Jackson,4.254971486,2.911550658,0.944334656,1.824596131,33.49782404,9.794576371
Peoples State Bank,-4.591401875,3.227265189,0.848552276,1.184464664,33.82534511,9.77140681
The First National Bank of Livingston,6.15825779,2.969591801,1.344136623,1.753047582,33.01556677,9.770585694
Security Trust & Savings Bank,20.39350698,2.208542785,0.662814214,1.134666628,35.06511715,9.767785194
State Bank of Wapello,0.373930217,2.733714613,0.720749519,0.515579466,35.05990783,9.757487857
Du Quoin State Bank,6.328803415,3.4831454,1.307323472,1.69938905,32.52219987,9.753014448
The First National Bank of Johnson,2.531410887,2.602959148,0.528871059,1.016605913,34.85360601,9.750510533
The First National Bank of Hebbronville,-5.203241711,3.315445648,1.463920392,1.307272901,32.74825959,9.708724633
Security Bank,4.403914362,3.21342537,1.046763819,1.828656154,32.7207491,9.702398611
Uinta Bank,15.44061363,2.2959345,0.748450546,1.606077213,34.11990772,9.692592495
The Security State Bank,-9.614401146,2.862223234,0.343875968,3.23058079,32.32245747,9.689784366
Citizens National Bank of Crosbyton,-1.800809262,2.521947496,1.438625545,1.174318423,33.54633228,9.670305936
Brush Country Bank,6.253840377,2.431224087,0.16462459,0.126502214,35.9345486,9.664224873
"American Exchange Bank, Lindsay, Oklahoma",9.888216321,3.776510832,1.566364838,4.378386294,28.85167676,9.643234681
The Pennsville National Bank,2.13180637,2.747963118,0.466633158,1.547874057,33.79414194,9.639153068
First State Bank,0.064268052,3.510277258,1.887750067,2.180202521,30.93689749,9.628781834
First State Bank of Burnet,0.117538922,3.125511486,1.363847011,1.246901156,32.72625226,9.615627978
The Citizens National Bank of Lebanon,0.317912295,3.131254901,1.07110962,0.850042022,33.40182334,9.613557471
Valley Bank of Commerce,-1.058934542,3.406172686,2.052781629,2.336648387,30.60192682,9.599382381
The Peoples National Bank of Checotah,-0.641254772,3.108495132,1.328387644,2.279749294,31.6545374,9.592792368
Victory State Bank,0.274551102,3.386774363,0.865666888,1.099740582,32.96841469,9.580149131
The Citizens State Bank,-34.05859795,2.11090302,1.257481368,3.044945816,31.90384885,9.579294764
Victor State Bank,0.675693938,1.369806593,0.837862967,0.301046135,35.80367037,9.578096516
DNB NATIONAL BANK,0.095399214,3.065324611,0.900958156,1.771645978,32.5120521,9.562495211
Bank of Gleason,1.540362364,3.30245537,1.118080112,2.295182915,31.48093035,9.549162187
Applied Bank,11.73237192,4.418123951,2.832116825,0.607519702,30.28899614,9.536689155
First Texas Bank,1.775750969,3.087652287,0.741345375,0.17447563,34.13692569,9.535099746
National Bank & Trust,-14.62442758,2.2295674,0.910833298,1.04747862,33.93541967,9.530824747
"Chain Bridge Bank, National Association",-2.58401684,2.584049325,0.822853264,1.400263771,33.17369255,9.495214728
Bridge City State Bank,0.584848499,2.976450286,1.09385618,1.037478926,32.86973002,9.494378853
Federated Bank,9.121769724,3.309489335,0.503133554,1.113615718,33.03845419,9.491173199
Washita State Bank,0.169812923,2.08178411,1.032913665,1.608473911,33.1248408,9.462003122
Citizens State Bank,2.755865914,2.331277297,1.063601308,1.937413315,32.50858514,9.460219265
First Covenant Bank,-12.30596421,3.609163765,0.817884398,0.987464947,32.22437168,9.409721198
"Comerica Bank & Trust, National Association",-3.817780186,2.553463134,35.03471476,0,0,9.397044474
Citizens First Bank,11.14046853,2.882248032,1.454140948,1.066507277,32.00563031,9.352131642
Roselle Bank,9.365615708,1.641125965,-1.430125731,0.742344781,36.28254664,9.308972914
The Falls City National Bank,5.501165139,3.389599098,2.152860962,1.315878208,30.34466849,9.30075169
City Bank & Trust Co.,5.44927632,2.773554252,1.03092962,0.825728491,32.52598727,9.289049908
The State Bank of Spring Hill,0.3132846,3.261001871,0.738328279,1.540917609,31.51731953,9.264391822
The Farmers & Merchants Bank,4.079087994,3.255363926,0.330860314,0.718030183,32.74272302,9.261744361
The First National Bank of Assumption,-2.944049114,3.203729795,0.970363044,1.355685131,31.47295475,9.25068318
Community Bank of the South,-2.569027611,3.015185309,0.719782427,1.712328767,31.55241044,9.249926736
The Poplar Grove State Bank,2.417759456,3.283864111,1.916100351,0.803821946,30.99138799,9.2487936
"The Edon State Bank Company of Edon, Ohio",0.282769468,2.558493349,0.996903948,1.382940296,31.97637453,9.228678031
Farmers & Merchants Bank,-1.807520577,3.150170168,1.353036564,1.003572036,31.30883856,9.203904332
Community 1st Bank Las Vegas,5.676333916,3.342401437,0.39505113,2.488358209,30.50562553,9.182859077
"The State Bank of Canton, Canton, Kansas",1.065672039,2.888520901,0.490855358,1.219137383,32.11003064,9.177136071
Bank of Stronghurst,4.333951867,2.72791173,0.613782068,1.37069489,31.96412506,9.169128437
Glenwood State Bank,27.88568968,2.652990954,-0.057091108,1.646954987,32.42225688,9.166277928
Lakeside National Bank,29.63958952,2.81562959,0.397210394,0.918035874,32.52658259,9.164364612
The Philadelphia Trust Company,-0.342095787,1.923707876,7.589493767,2.204444444,24.7614332,9.119769822
First Savings Bank,8.701888597,2.428872751,0.032655283,1.290963257,32.67391824,9.106602383
Delta National Bank and Trust Company,20.34351583,1.984281404,0.321653979,0.04061949,34.02824973,9.093701151
Perennial Bank,-2.738732288,2.879484151,1.087762089,1.737545565,30.47558034,9.045093036
Cleo State Bank,-2.49601759,3.529973131,0.280824009,1.682605882,30.67689753,9.042575138
Bank of Benoit,15.42080848,4.475644929,-0.184785006,0.7879046,30.87475149,8.988379003
The First National Bank of Dryden,11.51986935,3.338655941,1.176769529,1.935355545,29.38648515,8.959316541
Rayne Building and Loan Association,-4.377615709,3.096045838,0.702971272,1.425476109,30.52852779,8.938255252
Citizens Bank and Trust Company of Grainger County,-0.312657541,3.437761036,1.13595915,1.245996156,29.89006088,8.927444306
The Farmers Savings Bank,4.834835272,3.017098623,1.70737182,2.355002672,28.59700971,8.919120706
Burton State Bank,11.11451563,2.336622041,1.122622866,0.686463948,31.49704075,8.910687401
Bank of Orchard,-3.092458189,2.723912425,1.180633037,2.644103649,29.04701799,8.898916775
Farmers and Merchants Bank of South Carolina,3.412380151,3.243261338,0.9058159,1.642997597,29.71632259,8.877099356
Principal Bank,37.30023936,2.450107398,1.892015969,0.389517825,30.71311495,8.861189036
Lea County State Bank,4.140343266,3.321982602,1.308314908,1.315364099,29.42858262,8.843561057
The Converse County Bank,10.71558536,2.39454508,1.420523709,1.472078296,30.08658047,8.843431889
Jackson Parish Bank,0.7495296,3.183212629,0.823378557,1.482887783,29.85678075,8.83656493
First State Bank of Newcastle,9.765449304,2.669660565,0.780760938,2.291702372,29.42538397,8.791876961
Bank of the Federated States of Micronesia,3.577888509,4.352412067,1.581023499,3.345343378,25.82649691,8.776318964
First National Bank of Burleson,-3.52078886,3.168022412,1.467632395,0.957474908,29.37466951,8.741949806
Anderson State Bank,4.660126139,2.290794888,0.765488968,0.947139862,30.90282644,8.72656254
"ANZ Guam, Inc.",0.745411412,3.289280723,0.481115288,3.717235553,27.3926208,8.720063091
St. Landry Bank and Trust Company,-2.465216922,2.334566599,0.906758904,1.260809369,30.31676731,8.704725546
The First National Bank of Fletcher,8.066481994,4.03931488,0.777207337,4.653589316,25.31301939,8.695782731
Bank of the South,5.192665146,2.400426254,-0.04364022,1.025299046,31.30495538,8.671760115
Treynor State Bank,-6.671718632,3.444615948,0.489509391,2.119285498,28.62484994,8.669565194
First State Bank,-13.09842972,3.013531997,0.560695338,0.784990973,30.25421295,8.653357815
Southeast First National Bank,4.577489359,2.976621851,0.36511905,1.382329225,29.86881585,8.648221494
The Warrington Bank,4.358241524,2.452166843,0.268666858,1.132939157,30.73657247,8.647586332
"South Central Bank, National Association",-1.944259852,2.929941624,0.2755394,1.332228666,29.97744618,8.628788968
The Atlanta National Bank,2.644413698,2.826678003,0.55020356,0.865702244,30.10377032,8.586588532
Spratt Savings and Loan Association,3.12040769,2.492571416,0.354063902,3.457675328,28.00202814,8.576584697
Bank of Belle Glade,-1.349740778,2.64429722,0.677502664,1.330140995,29.46983692,8.53044445
State Bank of Schaller,-5.415782245,2.581940613,1.305295306,5.21955261,24.99687851,8.52591676
New Albin Savings Bank,9.570631172,2.290251938,1.475460519,1.365532382,28.93602404,8.51681722
Cottonwood Valley Bank,2.924531188,2.699553374,0.692667472,4.264756056,25.75178194,8.352189711
The First National Bank of St. Ignace,0.513383386,2.734914419,0.416638069,1.34374476,28.88693292,8.345557542
State Bank of Ceylon,19.24791789,2.71292189,0.24024024,3.464899066,26.95381509,8.342969072
Spiro State Bank,3.524680808,3.417680124,0.427003368,2.936426369,26.58489997,8.341502458
Miners & Merchants Bank,-3.655408294,2.865431556,0.720115456,1.259181532,28.49686476,8.335398326
Guardian Savings Bank,0.45434993,2.240575555,-0.151327371,0.322355811,30.75868373,8.292571931
"The Liberty Savings Association, FSA",-1.396057459,2.779204761,0.518573664,1.032369072,28.61451402,8.236165379
Bank of Commerce & Trust Co.,0.512954845,2.554214751,0.634230028,0.794146718,28.95359864,8.234047534
American Trust and Savings Bank,-3.495134109,3.117463942,0.268666384,2.400085717,27.0264657,8.203170436
The First State Bank of Red Wing,-2.276617376,2.332795395,0.115802818,0.836164097,29.30388788,8.147162548
First Kansas Bank,4.378053471,2.801680821,1.197566265,1.602604495,26.89465919,8.124127693
Bank of China,-17.804466,0,0,0,32.31749784,8.07937446
Vidalia Federal Savings Bank,-6.938294974,2.350549342,0.462144752,0.98604982,28.27996953,8.019678361
Carmine State Bank,3.85362248,2.710347484,0.892169908,0.677525015,27.73205046,8.003023217
Rowley Savings Bank,-1.856222492,2.838273613,0.533220226,3.368318282,25.25355617,7.998342073
The Citizens Bank of Winfield,5.966879501,3.951536559,1.580716262,2.496835608,23.92069117,7.9874449
Farmers State Bank of Emden,2.427681418,2.523864719,0.73706482,0.550935551,27.98268449,7.948637395
First State Bank of Van Orin,-1.249603397,2.550058767,0.394109915,1.535745808,27.22768653,7.926900255
Bank of Gueydan,-3.699935608,2.797809704,0.713495175,1.761608425,26.42884739,7.925440174
First National Bank of Jasper,-4.078747908,2.855242159,0.676643946,1.678467244,26.40889851,7.904812965
Union Bank and Trust Company,-1.831397046,2.724052197,0.904953725,1.411718357,26.29692335,7.834411907
First National Bank of Gillette,6.928103306,2.382318121,0.740618441,2.48497645,25.64940046,7.814328368
First State Bank,-1.602131621,1.994574101,0.311755369,0.508464437,28.40794575,7.805684914
The Granger National Bank,-2.099423808,3.287117735,0.612023196,2.613981763,24.54946672,7.765647354
First Progressive Bank,-0.525468817,2.761561924,0.466421683,1.118405057,26.71352097,7.764977409
Muenster State Bank,1.682039149,2.89836707,1.77913682,1.618996222,24.7105722,7.751768078
Maxwell State Bank,2.242762969,2.805645382,1.372296398,1.317614424,25.49082832,7.746596131
